"""nome_unidade""";Unidade Pai;"""tipo_logradouro""";"""logradouro""";"""numero""";"""complemento""";"""bairro""";"""cidade""";"""cep""";"""email""";"""titular""";"""telefone""";"""sei_geral""";;;
"""02 CENTRAL ESTADUAL DO PLANTAO DIGITAL - BH""";SUPERINTENDENCIA DE INVESTIGACAO E POLICIA JUDICIARIA - SIPJ;Rua;"""0""";"""0""";"""0""*BELO HORIZONTE*""00.000-000""*""0""*-*""0""";;;;;;;;;;
"""02 DELEGACIA DE POLICIA CIVIL - ALMENARA""";"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - ALMENARA""";Rua;LIVIO FROIS OTONI;"""96""";GABINETE B;CENTRO;ALMENARA;"""39900-000""";regional.almenara@pcivil.mg.gov.br;"""15 DELEGACIA DE POLICIA CIVIL/ALMENARA""";(33) 3721-8500;PCMG/15DepPC/3DRPC/ALMENARA;;;
"""02 DELEGACIA DE POLICIA CIVIL - BARREIRO""";"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - BARREIRO""";Avenida;XIMANGO;"""280""";CASA 50;FLAVIO MARQUES LISBOA;BELO HORIZONTE;"""30624-160""";dd12@pc.mg.gov.br;TULIO LENO GOES SILVA;(31) 3363-3799;PCMG/BH/2DRPC/BARRE/2DPC;;;
"""02 DELEGACIA DE POLICIA CIVIL - BETIM""";"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - BETIM""";Avenida;RIO MADEIRA;"""84""";"""""";PTB;BETIM;"""32532-420""";"""2dpcbetim@gmail.com""";DR. ALEX DE FREITAS MACHADO;(31) 3257-7765;PCMG/2DRPC/BETIM/2DPC;;;
"""02 DELEGACIA DE POLICIA CIVIL - CENTRO""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - CENTRO""";Rua;EDUARDO PORTO;"""599""";"""""";CIDADE JARDIM;BELO HORIZONTE;"""30380-060""";cartorio.2dpcentro@gmail.com;LAISE APARECIDA RODRIGUES;(31);PCMG/BH/1DRPC/CENTRO/2DPC/PROT;;;
"""02 DELEGACIA DE POLICIA CIVIL - CONTAGEM""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - CONTAGEM""";Rua;SENEGAL;"""226""";"""""";NOVO ELDORADO;CONTAGEM;"""32340-640""";"""2dpccontagem@gmail.com""";MARCUS VINICIUS GONTIJO MONTEIRO;(31) 3198-6245;PCMG/CONTAGEM/2DPC;;;
"""02 DELEGACIA DE POLICIA CIVIL - DIVINOPOLIS""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - DIVINOPOLIS""";Rua;GOIAS;"""1985""";"""""";IPIRANGA;DIVINOPOLIS;"""35502-027""";regional.divinopolis@pcivil.mg.gov.br;DR. CLEOVALDO MARCOS PEREIRA;(37) 2102-9728;"""""";;;
"""02 DELEGACIA DE POLICIA CIVIL - GOVERNADOR VALADARES""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - GOVERNADOR VALADARES""";Rua;CASTRO;"""445""";"""""";CENTRO;GOVERNADOR VALADARES;"""35010-310""";assessoria.governadorvaladares@policiacivil.mg.gov.br;DELEGADO;(33) 3277-4000;PCMG/1DRPC/GV/SECRETARIA;;;
"""02 DELEGACIA DE POLICIA CIVIL - IBIRITE""";"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - IBIRITE""";Rua;ALCINA CAMPOS TAITSON;"""274""";"""""";CENTRAL PARK;IBIRITE;"""32400-000""";"""2dpc.ibirite@policiacivil.mg.gov.br""";GABRIEL MARTINS ARAUJO;(31) 3257-7274;"""""";;;
"""02 DELEGACIA DE POLICIA CIVIL - IPATINGA""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - IPATINGA""";Avenida;JOAO VALENTIM PASCOAL;"""309""";;CENTRO;IPATINGA;"""35160-003""";regional.ipatinga@pcivil.mg.gov.br;DR. MARCELO CASTRO DE SOUZA;(31) 3828-1100;PCMG/1DRPC/IPATINGA/2DPC;;;
"""02 DELEGACIA DE POLICIA CIVIL - JANAUBA """;"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - JANAUBA""";Rua;ESPINOSA;"""105""";"""""";CENTRO;JANAUBA;"""39442-070""";expediente.janauba@pcivil.mg.gov.br;RICARDO ESTHEVAN FERNANDO AUGUSTO DO AMARAL - TITULAR DA 3 DELEGACIA REGIONAL DE POLICIA CIVIL DE JANAUBA;(38) 3829-3000;PCMG/3DRPC/JANAÚBA/PROTOCOLO;;;
"""02 DELEGACIA DE POLICIA CIVIL - JANUARIA""";"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - JANUARIA""";Rua;MESTRA MARIA DAS DORES;"""400""";"""""";CENTRO;JANUARIA;"""39480-000""";dafrete.januaria@policiacivil.mg.gov.br;DR FARLEY GUEDES DE OLIVEIRA;(38) 3629-4840;"""""";;;
"""02 DELEGACIA DE POLICIA CIVIL - JUIZ DE FORA""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - JUIZ DE FORA""";Rua;MORAES E CASTRO;"""540""";"""""";SAO MATEUS;JUIZ DE FORA;"""36025-160""";"""1e2dpcjuizdefora@gmail.com""";LUCIANO VIDAL RIBEIRO DE OLIVEIRA/ ARMANDO AVOLIO NETO;(32) 3229-5890;PCMG/1DRPC/JF/2DPC;;;
"""02 DELEGACIA DE POLICIA CIVIL - LESTE""";"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - LESTE""";Rua;TAQUARI;"""87""";"""""";RENASCENCA;BELO HORIZONTE;"""31130-370""";protocolo2dpcleste@gmail.com;ALICE BATELLO PEDRO;(31) 3257-7262;"""""";;;
"""02 DELEGACIA DE POLICIA CIVIL - MONTES CLAROS""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - MONTES CLAROS""";Rua;ENOR DE BRITO;"""222""";"""1 ANDAR""";MORADA DO SOL;MONTES CLAROS;"""39.403-235""";aisp99.montesclaros@gmail.com;MONICA DE OLIVEIRA  PAIVA BRANDI;(38) 3229-4400;PCMG/1DRP/MOC/2DPC/CARTORIO;;;
"""02 DELEGACIA DE POLICIA CIVIL - MURIAE""";"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - MURIAE""";Rua;"""0""";"""0""";"""0""*MURIAE*""0""*""0""*""0""*""0""";;;;;;;;;;
"""02 DELEGACIA DE POLICIA CIVIL - NOROESTE""";"""06 DELEGACIA REGIONAL DE POLICIA CIVIL - NOROESTE""";Avenida;JOAO XXIII;"""287""";UNIDADE POLICIAL;ALIPIO DE MELO;BELO HORIZONTE;"""30820-660""";"""2dpc.noroeste@policiacivil.mg.gov.br""";DANIEL ALVES AMANCIO;(31) 3479-5300;PCMG/BH/6DRPC/NOR/2DPC;;;
"""02 DELEGACIA DE POLICIA CIVIL - NOVA LIMA""";"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - NOVA LIMA""";Rua;PRACA CORONEL ARISTIDES;"""100""";"""""";CENTRO;NOVA LIMA;"""34.000-096""";"""2dpc.novalima@gmail.com""";DRA.LORENA RANGEL ALMEIDA DUTRA BARROS;(31) 3257-7885;PCMG/2DRPC/NOVA LIMA/2DPC;;;
"""02 DELEGACIA DE POLICIA CIVIL - PASSOS""";"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - PASSOS""";Rua;"""0""";"""0""";"""0""";"""0""";PASSOS;"""0""";"""0""";"""0""";"""0""";;;;
"""02 DELEGACIA DE POLICIA CIVIL - PATOS DE MINAS""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - PATOS DE MINAS""";Rua;DOS CARAJÁS;"""461""";"""""";CAIÇARAS;PATOS DE MINAS;"""38702-188""";depolvigilanciageral@gmail.com;DR. GERALDO AZEVEDO DA COSTA RIOS NETO;(31) 9737-4116;PCMG/1DRPC/PAT MINAS/DAVG;;;
"""02 DELEGACIA DE POLICIA CIVIL - PATROCINIO """;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - PATROCINIO""";Avenida;FARIA PEREIRA, 3.517, NO BAIRRO MARCIANO BRANDAO.;"""848""";"""0""";SAO LUCAS;PATROCINIO;"""38747-508""";drpc.patrocinio@gmail.com;DRA. PATRICIA AMARAL DE OLIVEIRA;(34) 3839-9898;PCMG/2DRPC/PATROCÍNIO/2DPC;;;
"""02 DELEGACIA DE POLICIA CIVIL - POCOS DE CALDAS""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - POCOS DE CALDAS""";Avenida;-;"""0""";"-*POCOS DE CALDAS*""11.111-111""*xx@com*-*(11) 1111-1111";;;;;;;;;;
"""02 DELEGACIA DE POLICIA CIVIL - POUSO ALEGRE""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - POUSO ALEGRE""";Rua;SILVESTRE FERRAZ;"""226""";"CENTRO*CONGONHAL*""37550-126""*cartorio.pousoalegre@pcivil.mg.gov.br*NAO EXISTE MAIS ESTA SUBDIVISAO*(35) 3429-5600";;;;;;;;;;
"""02 DELEGACIA DE POLICIA CIVIL - RIBEIRAO DAS NEVES""";"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - RIBEIRAO DAS NEVES""";Rua;ONOFRE DE OLIVEIRA;"""130""";"""""";SAO PEDRO;RIBEIRAO DAS NEVES;"""33.805-490""";"""2dpc.ribeiraodasneves@policiacivil.mg.gov.br""";BRUNO LOPES TESTA;(31) 3257-7377;"""""";;;
"""02 DELEGACIA DE POLICIA CIVIL - SABARA""";"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - SABARA""";Rua;ALEMANHA;"""658""";"""""";NACOES UNIDAS;SABARA;"""34590-200""";"""2dpcsabara@gmail.com""";VINICIUS AUGUSTO DE SOUZA DIAS;(31) 3257-7811;PCMG/4DRPC/SABARÁ/2DPC;;;
"""02 DELEGACIA DE POLICIA CIVIL - SANTA LUZIA""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - SANTA LUZIA""";Rua;DIREITA;"""68""";"""""";CENTRO HISTORICO;SANTA LUZIA;"""33.010-000""";cartorio2depol@gmail.com;FABIO LUCAS GABRICH CRUZ E SILVA;(31) 3257-7881;PCMG/1DRPC/SANTA LUZIA/2DPC;;;
"""02 DELEGACIA DE POLICIA CIVIL - SETE LAGOAS""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - SETE LAGOAS""";Rua;JOSE DUARTE DE PAIVA;"""579""";"""""";SANTA LUZIA;SETE LAGOAS;"""35700-559""";leandro1983saraiva@gmail.com;LEANDRO ANDRADE SARAIVA;(31) 3774-1313;CMG/1DRPC/S LAGOAS/2ªDPC;;;
"""02 DELEGACIA DE POLICIA CIVIL - SUL""";"""05 DELEGACIA REGIONAL DE POLICIA CIVIL - SUL""";Avenida;AMAZONAS;"""4041""";"""""";ALTO BARROCA;BELO HORIZONTE;"""30431-025""";"""2depol.sul@policiacivil.mg.gov.br""";LEONARDO ESTEVAM LOPES;(31) 3257-7204;PCMG/BH/5DRPC/SUL/2DPC;;;
"""02 DELEGACIA DE POLICIA CIVIL - TEOFILO OTONI""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - TEOFILO OTONI""";Rua;LAURO VIEIRA OTONI;"""20""";;SAO DIOGO;TEÓFILO OTONI;"""39803-002""";cesarcandidojr@hotmail.com;DR CESAR CANDIDO NEVES JUNIOR;(33) 3529-3705;PCMG/1DRPC/T OTONI/FURTOS;;;
"""02 DELEGACIA DE POLICIA CIVIL - UBA """;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - UBA""";Avenida;DOS EX-COMBATENTES;"""1333""";;SANTA LUZIA;UBA;"""36506-014""";gabinete.uba@policiacivil.mg.gov.br;VINICIUS BATISTA SORANCO;(32) 3531-4755;PCMG/2DRPC/UBÁ - 16DPC;;;
"""02 DELEGACIA DE POLICIA CIVIL - UBERABA""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - UBERABA""";Rua;LUIZ PROSPERO;"""242""";"""""";CENTRO;UBERABA;"""38045-310""";aisp84.uberaba@policiacivil.mg.gov.br;DRA. VIVIAN CAROLINE BORGES TORTAMANO;(34) 3319-8323;PCMG/1DRPC/UBERABA-BOA VISTA;;;
"""02 DELEGACIA DE POLICIA CIVIL - UBERLANDIA""";"""01 E 02 DELEGACIAS REGIONAIS DE POLICIA CIVIL - UBERLANDIA""";Avenida;JURACY JUNQUEIRA DE REZENDE;"""250""";"""2DPC E DEPOL RURAL""";PAMPULHA;UBERLANDIA;"""38.408-656""";martinez0926@gmail.com;ROGERIO MARTINEZ;(34) 3226-6555;PCMG/1DRPC/UBERLÂNDIA/2DPC;;;
"""02 DELEGACIA DE POLICIA CIVIL - VENDA NOVA""";"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - VENDA NOVA""";Avenida;PORTUGAL;"""735""";CASA;SANTA AMELIA;BELO HORIZONTE;"""31555-000""";"""2a.dpc.vendanova@gmail.com""";DR. WARLYSON DE OLIVEIRA HENRIQUES;(31) 3257-7144;PCMG/BH/3DRPC/V NOVA/2DPC;;;
"""02 DELEGACIA DE POLICIA CIVIL - VESPASIANO""";"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - VESPASIANO""";Rua;JAU;"""14""";"""""";JARDIM DA GLORIA;VESPASIANO;"""33.206-066""";"""2dpvespasiano@gmail.com""";JULIANA FLAVIA BORGES FIUZA;(31) 3257-7950;PCMG/3DRPC/VESPASIANO/2DPC;;;
"""02 DELEGACIA DE POLICIA CIVIL - VICOSA""";"""05 DELEGACIA REGIONAL DE POLICIA CIVIL - VICOSA""";Rua;"""0""";"""0""";"""0""*VICOSA*""0""*""0""*-*""0""";;;;;;;;;;
"""02 DELEGACIA DE REPRESSAO AS ACOES CRIMINOSAS ORGANIZADAS (DRACO)"""; DIVISAO ESPECIALIZADA OPERACIONAL - DEOESP;Rua;BERNARDO GUIMARAES;"""1468""";"""""";FUNCIONARIOS;BELO HORIZONTE;"""30140-082""";deoesp@policiacivil.mg.gov.br;ALVARO HOMERO HUERTAS DOS SANTOS;(31) 3257-7169;PCMG/DEOESP/DRACO II/GAB;;;
"""02 DELEGACIA ESPECIALIZADA DE ATENDIMENTO A MULHER""";DIVISAO ESPECIALIZADA EM ATENDIMENTO A MULHER, AO IDOSO E A PESSOA COM DEFICIENCIA E VITIMAS DE INTOLERANCIA - DEMID;Rua;RIO GRANDE DO SUL;"""661""";"""""";BARRO PRETO;BELO HORIZONTE;"""30170-114""";coordenacaodemid@gmail.com;DRA. DANUBIA HELENA SOARES QUADROS;(00) 3330-5744;"""""";;;
"""02 DELEGACIA ESPECIALIZADA DE COMBATE A CORRUPCAO""";DIVISAO ESPECIALIZADA DE COMBATE A CORRUPCAO, INVESTIGACAO A FRAUDES E CRIMES CONTRA A ORDEM TRIBUTARIA;Avenida;FRANCISCO SALES;"""780""";"""2 ANDAR""";SANTA EFIGENIA;BELO HORIZONTE;"""30150-222""";capa.deif@policiacivil.mg.gov.br;-;(31) 3217-9710;PCMG/SIPJ/DEF/2ªDECCOR;;;
"""02 DELEGACIA ESPECIALIZADA DE COMBATE AO NARCOTRAFICO""";DIVISAO ESPECIALIZADA DE COMBATE AO NARCOTRAFICO;Avenida;JOSE BONIFACIO;"""07""";"""""";SAO CRISTOVAO;BELO HORIZONTE;"""31210-690""";cartorio.denarc@policiacivil.mg.gov.br;SERGIO PARANHOS FLEURY BELIZARIO;(31) 3236-8622;PCMG/DENARC/DIV/2DERA;;;
"""02 DELEGACIA ESPECIALIZADA DE HOMICIDIOS - BELO HORIZONTE""";DIVISAO ESPECIALIZADA EM INVESTIGACAO DE CRIMES CONTRA A VIDA;Avenida;PRESIDENTE ANTONIO CARLOS;"""901""";"""""";SAO CRISTOVAO;BELO HORIZONTE;"""31210-010""";dhpp@policiacivil.mg.gov.br;DR EVANDRO NASCIMENTO RADAELLI;(31) 3478-7552;"""""";;;
"""02 DELEGACIA ESPECIALIZADA DE INVESTIGACAO DE ATO INFRACIONAL""";DIVISAO ESPECIALIZADA EM ORIENTACAO E PROTECAO A CRIANCA E AO ADOLESCENTE - DOPCAD;Rua;RIO GRANDE DO SUL;"""661""";"""4 ANDAR""";BARRO PRETO;BELO HORIZONTE;"""30170-114""";deais.civil@gmail.com;DR. EDUARDO CASTRO DE SOUZA DANTAS;(31) 3330-5725;PCMG/DOPCAD/DEAI/BAR-LESTE/GAB;;;
"""02 DELEGACIA ESPECIALIZADA DE PROTECAO A CRIANCA E AO ADOLESCENTE""";DIVISAO ESPECIALIZADA EM ORIENTACAO E PROTECAO A CRIANCA E AO ADOLESCENTE - DOPCAD;Rua;-;"""0""";"""0""*BELO HORIZONTE*""30.000-000""*""0""*-*(00) 0000-0000";;;;;;;;;;
"""02 DELEGACIA ESPECIALIZADA EM DEFESA DO CONSUMIDOR""";DIVISAO ESPECIALIZADA DE INVESTIGACAO AOS CRIMES CIBERNETICOS E DEFESA DO CONSUMIDOR;Rua;MARTIM DE CARVALHO;"""94""";TERREO;SANTO AGOSTINHO;BELO HORIZONTE;"""30.190-090""";delegaciadoconsumidor@policiacivil.mg.gov.br;DR JONAS TOMAZI;(31) 3257-7097;PCMG/SIPJ/DEF/1aDECON;;;
"""02 DELEGACIA ESPECIALIZADA EM INVESTIGACAO A FURTO E ROUBO DE VEICULOS AUTOMOTORES""";DIVISAO ESPECIALIZADA EM PREVENCAO E INVESTIGACAO A FURTO E ROUBO DE VEICULOS AUTOMOTORES;Rua;UBERABA;"""175""";"""""";BARRO PRETO;BELO HORIZONTE;"""30180-080""";protocolo.depifrva@policiacivil.mg.gov.br;DR. JOSE LUIZ QUINTAO TAVARES;(31) 3299-5201;PCMG/DEICTRAN/DEPIFRVA/PROTOCOLO-GE;;;
"""02 DELEGACIA ESPECIALIZADA EM INVESTIGACAO DE CRIME CIBERNETICO""";DIVISAO ESPECIALIZADA DE INVESTIGACAO AOS CRIMES CIBERNETICOS E DEFESA DO CONSUMIDOR;Avenida;FRANCISCO SALES;"""780""";"""3 ANDAR""";SANTA EFIGENIA;BELO HORIZONTE;"""30150-222""";ciberneticos2@policiacivil.mg.gov.br;DRA. MARCELLE MOREIRA BACELLAR NUNES;(31) 3217-9720;PCMG/SIPJ/DEF/2ªDEICC;;;
"""02 DELEGACIA ESPECIALIZADA EM INVESTIGACAO DE CRIMES CONTRA O MEIO AMBIENTE E CONFLITOS AGRARIOS""";DIVISAO ESPECIALIZADA OPERACIONAL - DEMA;Rua;BERNARDO GUIMARAES;"""1571""";"""2 ANDAR""";LOURDES;BELO HORIZONTE;"""30.140-081""";"""2demaca.dema@policiacivil.mg.gov.br""";RODOLPHO TADEU MACHADO;(31) 3207-2500;PCMG/DEMA/DEOMA/2DEMACA;;;
"""02 DELEGACIA ESPECIALIZADA EM INVESTIGACAO DE CRIMES DE TRANSITO""";DIVISAO ESPECIALIZADA EM PREVENCAO E INVESTIGACAO DE CRIMES DE TRANSITO;Rua;SERGIPE;"""57""";"""""";BOA VIAGEM;BELO HORIZONTE;"""30.130-170""";cartorio.segundadepict@gmail.com;DR. ENRIQUE ROCHA SOLLA;(31) 3214-7650;DEICTRAN/2ªDEPICT/GABINETE;;;
"""02 DELEGACIA ESPECIALIZADA EM INVESTIGACAO DE FRAUDES""";DIVISAO ESPECIALIZADA DE COMBATE A CORRUPCAO, INVESTIGACAO A FRAUDES E CRIMES CONTRA A ORDEM TRIBUTARIA;Avenida;FRANCISCO SALES;"""780""";"""2 ANDAR""";SANTA EFIGENIA;BELO HORIZONTE;"""30150-222""";capa.deif@policiacivil.mg.gov.br;DR. RAFAEL ALEXANDRE DE FARIA;(31) 3217-9736;PCMG/SIPJ/DEF/2ªDEIF/GAB;;;
"""02 DELEGACIA ESPECIALIZADA EM INVESTIGACAO E REPRESSAO AO FURTO E ROUBO""";DIVISAO ESPECIALIZADA OPERACIONAL - DEPATRI;Avenida;AMAZONAS;"""7.025""";"""""";NOVA GAMELEIRA;BELO HORIZONTE;"""30.510-000""";gustavo.barletta@policiacivil.mg.gov.br;GUSTAVO BARLETTA DE ALMEIDA;(31) 3257-6504;PCMG/DEPATRI/2DEIRFR;;;
"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - PEDRO LEOPOLDO""";"""19 DEPARTAMENTO DE POLICIA CIVIL - SETE LAGOAS""";Rua;CORONEL CANDIDO VIANA;"""273""";"""""";CENTRO;PEDRO LEOPOLDO;"""33250-066""";regional.pedroleopoldo@pcivil.mg.gov.br;DRA. PRISCILA PEREIRA SANTOS;(31) 3257-6900;PCMG/19DepPC/2DRPC/PL;;;
"""03 CENTRAL ESTADUAL DO PLANTAO DIGITAL - NORTE""";SUPERINTENDENCIA DE INVESTIGACAO E POLICIA JUDICIARIA - SIPJ;Avenida;MAJOR ALEXANDRE RODRIGUES;"""301""";"""""";IBITURUNA;BELO HORIZONTE;"""39401-301""";"""3cepdnorte@gmail.com""";DR. JURANDIR RODRIGUES CESAR FILHO;(31) 9805-3510;PCMG/SIPJ/3ªCEPD;;;
"""03 DELEGACIA DE POLICIA CIVIL - BARREIRO""";"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - BARREIRO""";Rua;DOUTOR GERALDO STARLING SOARES;"""199""";"""""";REGINA;BELO HORIZONTE;"""30.692-000""";"""3barreirodpcbh@gmail.com""";CARLOS EDUARDO VAZ DE OLIVEIRA;(31) 3257-7322;PCMG/BH/2DRPC/BARRE/3DPC;;;
"""03 DELEGACIA DE POLICIA CIVIL - BETIM""";"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - BETIM""";Avenida;CAMPO DO OURIQUE;"""1309""";;JARDIM DAS ALTEROSAS;BETIM;"""32670-725""";"""3depolbetim@gmail.com""";DR. ERNEST RENAN GUTIERREZ ROCHA;(31) 3257-7750;PCMG/2DRPC/BETIM/3DPC;;;
"""03 DELEGACIA DE POLICIA CIVIL - CENTRO""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - CENTRO""";Rua;GUAJAJARAS;"""1353""";LJ 21;SANTO AGOSTINHO;BELO HORIZONTE;"""30180-101""";cartorio.3dpcentro@gmail.com;CARLOS EDUARDO VIEIRA NUNES;(31) 3257-7290;PCMG/BH/1DRPC/CENTRO/3DPC/CART;;;
"""03 DELEGACIA DE POLICIA CIVIL - CONTAGEM""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - CONTAGEM""";Rua;ACILINO DINIZ MOREIRA;"""77""";CASA;FONTE GRANDE;CONTAGEM;"""32013-510""";expediente.3dpc.contagem@policiacivil.mg.gov.br;MARCOS VINICIUS ALMEIDA DA CUNHA;(31) 3204-1690;PCMG/CONTAGEM/3DPC/GABINETE;;;
"""03 DELEGACIA DE POLICIA CIVIL - GOVERNADOR VALADARES""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - GOVERNADOR VALADARES""";Rua;ISRAEL PINHEIRO;"""4043""";"""""";CENTRO;GOVERNADOR VALADARES;"""35032-180""";assessoria.governadorvaladares@policiacivil.mg.gov.br;DELEGADO;(33) 3277-4000;PCMG/1DRPC/GV/SECRETARIA;;;
"""03 DELEGACIA DE POLICIA CIVIL - IPATINGA""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - IPATINGA""";Avenida;JOAO VALENTIM PASCOAL;"""309""";;CENTRO;IPATINGA;"""35.160-003""";transito.ipatinga@policiacivil.mg.gov.br;DRA. LIVIA ATHAYDE DE OLIVEIRA;(31) 3828-1120;PCMG/1DRPC/IPATINGA/TRANS;;;
"""03 DELEGACIA DE POLICIA CIVIL - JUIZ DE FORA""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - JUIZ DE FORA""";Rua;CUSTODIO TRISTAO;"""76""";"""""";SANTA TEREZINHA;JUIZ DE FORA;"""36045-440""";"""3ddnortejfpcmg@gmail.com""";RODRIGO ARAUJO CISCOTTO / ROGERIO COUTO MAGALHAES WOYAME;(32) 3692-5680;PCMG/1DRPC/JF/3DPC;;;
"""03 DELEGACIA DE POLICIA CIVIL - LESTE""";"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - LESTE""";Rua;MANTIQUEIRA;"""26""";"""""";SANTA INES;BELO HORIZONTE;"""31080-210""";"""3dpc.leste@policiacivil.mg.gov.br""";EDUARDO HILBERT MARTINS;(31) 3257-7308;PCMG/BH/4DRPC/LESTE/3DPC;;;
"""03 DELEGACIA DE POLICIA CIVIL - MONTES CLAROS""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - MONTES CLAROS""";Rua;ENOR DE BRITO;"""222""";"""""";MORADA DO SOL;MONTES CLAROS;"""39.403-235""";cartoriodistribuidor100@gmail.com;AUREA ALESSANDRA PEREIRA DE FREITAS;(38) 3229-4460;PCMG/1DRP/MOC/3DPC;;;
"""03 DELEGACIA DE POLICIA CIVIL - NOROESTE""";"""06 DELEGACIA REGIONAL DE POLICIA CIVIL - NOROESTE""";Rua;JORDANIA;"""313""";AISP 23;OURO PRETO;BELO HORIZONTE;"""31310-470""";"""3dpc.noroeste@policiacivil.mg.gov.br""";THIAGO DE OLIVEIRA SOUZA PACHECO;(31) 3257-7265;PCMG/BH/6DRPC/NOR/3DPC;;;
"""03 DELEGACIA DE POLICIA CIVIL - NOVA LIMA""";"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - NOVA LIMA""";Rua;ONTARIO;"""1432""";"""""";JARDIM CANADA;NOVA LIMA;"""34000-000""";"""3dpc.novalima@gmail.com""";RODRIGO OTAVIO LOPES DO AMARAL RODRIGUES;(31) 35813783;PCMG/2DRPC/NOVALIMA/3DPC;;;
"""03 DELEGACIA DE POLICIA CIVIL - RIBEIRAO DAS NEVES""";"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - RIBEIRAO DAS NEVES""";Rua;JOSE SAPORI;"""327""";"""""";VENEZA;RIBEIRAO DAS NEVES;"""33820-250""";informacao.3ddneves@policiacivil.mg.gov.br;DR. GERALDO MAGELA VICENTE;(31) 3257-7385;PCMG/3DRPC/RIB NEVES/3DPC;;;
"""03 DELEGACIA DE POLICIA CIVIL - SABARA""";"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - SABARA""";Avenida;JOAO PINHEIRO DA SILVA;"""25""";"""2 ANDAR""";CAMPO SANTO ANTONIO/ESPLANADA;SABARA;"""34515-410""";"""3dpcsbr@gmail.com""";THIAGO CHEVALIER GONCALVES ANTUNES;(31) 3257-7825;PCMG/4DRPC/SABARÁ/3DPC;;;
"""03 DELEGACIA DE POLICIA CIVIL - SANTA LUZIA""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - SANTA LUZIA""";Avenida;BRASILIA;"""3550""";"""""";SAO BENEDITO;SANTA LUZIA;"""33110-580""";"""3dpc.santaluzia@policiacivil.mg.gov.br""";JOSE THOMAZ DE SOUZA JUNIOR;(31) 3649-3510;PCMG/1DRPC/SANTA LUZIA/3DPC;;;
"""03 DELEGACIA DE POLICIA CIVIL - SUL""";"""05 DELEGACIA REGIONAL DE POLICIA CIVIL - SUL""";Rua;OUTONO;"""259""";A;CARMO;BELO HORIZONTE;"""30315-520""";"""3dpc.sul@policiacivil.mg.gov.br""";MARLON PACHECO DE CASTRO;(31) 3257-7199;PCMG/BH/5DRPC/SUL/3DPC;;;
"""03 DELEGACIA DE POLICIA CIVIL - TEOFILO OTONI""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - TEOFILO OTONI""";Rua;LAURO VIEIRA OTONI;"""20""";;SAO DIOGO;TEÓFILO OTONI;"""39803-002""";x@x;.;.;.;;;
"""03 DELEGACIA DE POLICIA CIVIL - UBERABA""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - UBERABA""";Rua;LUIZ PROSPERO;"""242""";"""""";PARQUE DAS AMERICAS;UBERABA;"""38045-310""";informacao.3dpc.uberaba@policiacivil.mg.gov.br;DR. DIEGO PAGANUCCI LODI;(34) 3319-8357;PCMG/1DRPC/UBERABA-OLINDA;;;
